acctype__cat,light__cat,numvehs__int,pop_group__cat,road_def1__cat,rdsurf__cat,rodwycls__cat,weather1__cat,contrib1__cat,drv_age__int,drv_inj__cat,drv_sex__cat,object1__cat,sobriety__cat,vehtype__cat,vehyr__int,severity__cat
B,A,2,9,D,A,1,A,N,35,0,M,V2,A,A,1996,4
D,A,2,9,H,A,10,B,N,35,0,M,V2,A,A,2008,4
D,D,2,9,H,A,8,A,A,36,0,M,V2,A,A,2001,0
C,A,5,9,H,B,1,B,A,36,0,M,V2,A,A,1991,4
B,C,2,7,H,A,1,A,F,36,0,M,V2,A,A,2001,0
C,A,3,5,H,B,1,B,H,36,0,M,V2,A,A,2001,0
C,A,4,9,H,C,7,D,I,36,0,M,V2,A,A,2004,0
C,A,2,9,H,A,1,A,N,36,0,M,V2,A,A,1998,0
C,B,2,7,H,A,1,B,N,36,0,M,V2,A,A,2006,0
B,C,2,7,H,A,1,B,N,36,0,M,V2,A,A,2001,0
C,D,2,4,H,B,1,B,N,36,0,M,V2,A,A,1992,0
D,A,2,5,H,B,1,B,N,36,0,M,V2,A,A,1994,0
C,C,2,7,H,B,1,C,N,36,0,M,V2,A,A,1991,0
C,D,2,6,H,A,1,B,N,36,0,M,V2,A,A,1992,3
D,C,2,4,H,B,4,C,N,36,0,M,V2,A,A,1992,3
C,A,3,5,H,B,1,B,G,37,0,M,V2,A,A,1992,0
C,D,2,5,H,A,1,A,H,37,0,M,V2,A,A,1995,0
B,C,2,4,H,B,1,B,H,37,0,M,V2,A,A,1999,0
C,A,2,6,H,A,1,A,N,37,0,M,V2,A,A,2006,0
B,A,2,9,H,A,1,A,N,37,0,M,V2,A,A,2004,0
B,A,3,7,H,A,1,A,N,37,0,M,V2,A,A,2004,0
C,A,2,9,H,A,8,B,N,37,0,M,V2,A,A,1995,0
B,B,2,4,H,B,1,C,N,37,0,M,V2,A,A,2006,0
C,A,2,4,H,A,4,E,N,37,0,M,V2,A,A,2000,0
C,C,2,7,H,A,1,A,G,38,0,M,V2,A,A,1991,0
C,A,2,4,H,A,4,A,N,38,0,M,V2,A,A,1995,0
B,C,2,7,H,A,1,B,N,38,0,M,V2,A,A,1992,0
C,A,2,5,H,B,1,B,N,38,0,M,V2,A,A,1986,0
A,A,2,5,H,B,1,B,N,38,0,M,V2,A,A,2001,0
D,D,3,7,C,B,1,B,N,38,0,M,V2,A,A,1997,0
B,A,2,4,H,B,4,B,N,38,0,M,V2,A,A,2007,0
C,A,2,7,C,B,1,C,N,38,0,M,V2,A,A,1993,0
C,C,2,6,H,B,4,C,N,38,0,M,V2,A,A,1997,0
B,A,2,9,H,C,8,B,A,39,0,M,V2,A,A,2002,0
D,D,2,9,H,A,8,A,A,39,0,M,V2,A,A,1997,4
A,A,2,9,H,B,4,C,A,39,0,M,V2,A,A,2003,4
C,A,2,5,H,A,1,A,F,39,0,M,V2,A,A,2006,0
B,A,2,4,H,A,6,B,L,39,0,M,V2,A,A,2004,0
C,D,2,6,H,A,1,A,N,39,0,M,V2,A,A,1997,0
C,A,2,7,D,A,1,A,N,39,0,M,V2,A,A,2006,0
C,D,3,9,H,A,1,A,N,39,0,M,V2,A,A,1997,0
D,A,2,7,H,A,4,B,N,39,0,M,V2,A,A,1996,4
D,A,2,7,H,B,1,B,F,40,0,M,V2,A,A,1998,0
C,A,2,1,H,B,1,B,H,40,0,M,V2,A,A,2007,0
C,A,2,7,H,A,1,B,N,40,0,M,V2,A,A,2001,0
A,D,2,9,H,C,10,B,N,40,0,M,V2,A,A,2004,0
D,D,2,6,C,B,1,C,N,40,0,M,V2,A,A,1989,0
B,D,2,7,D,B,1,C,N,40,0,M,V2,A,A,1995,0
C,C,2,5,H,B,1,C,A,41,0,M,V2,A,A,2004,4
B,C,2,7,H,A,1,A,N,41,0,M,V2,A,A,2002,0
C,D,2,7,H,A,1,B,N,41,0,M,V2,A,A,2002,0
C,A,3,4,H,A,4,A,N,41,0,M,V2,A,A,1998,4
B,A,2,9,H,B,6,B,N,41,0,M,V2,A,A,2004,4
B,D,2,9,H,A,8,A,F,42,0,M,V2,A,A,1994,0
B,A,2,4,H,A,1,B,N,42,0,M,V2,A,A,2002,0
B,A,2,5,H,B,1,C,N,42,0,M,V2,A,A,2001,0
C,D,2,9,H,A,6,A,N,42,0,M,V2,A,A,2008,4
B,C,3,6,H,B,1,C,N,42,0,M,V2,A,A,1988,4
C,A,2,9,H,A,1,A,F,43,0,M,V2,A,A,2000,0
C,A,3,6,D,A,1,B,G,43,0,M,V2,A,A,1997,4
C,A,2,9,H,A,6,A,N,43,0,M,V2,A,A,1992,0
A,A,2,5,H,A,99,A,N,43,0,M,V2,A,A,2005,0
B,A,2,3,C,A,1,B,N,43,0,M,V2,A,A,1991,0
C,A,2,5,H,B,1,B,N,43,0,M,V2,A,A,2002,0
B,A,2,7,H,A,1,A,N,43,0,M,V2,A,A,1989,4
C,D,3,6,H,A,1,A,F,44,0,M,V2,A,A,2004,0
C,D,2,6,H,A,1,A,H,44,0,M,V2,A,A,1989,0
H,C,2,9,H,B,6,B,N,44,0,M,V2,A,A,2002,0
B,C,2,5,H,B,1,C,N,44,0,M,V2,A,A,1995,0
G,A,2,7,H,B,4,C,N,44,0,M,V2,A,A,2007,3
B,A,2,3,H,A,1,A,A,45,0,M,V2,A,A,2005,0
C,B,2,7,H,A,1,A,A,45,0,M,V2,A,A,2008,0
B,A,2,7,H,B,1,C,H,45,0,M,V2,A,A,1998,0
C,A,2,7,H,A,1,A,M,45,0,M,V2,A,A,1984,0
C,A,2,7,H,A,2,A,N,45,0,M,V2,A,A,2002,0
C,A,3,5,G,B,1,C,N,45,0,M,V2,A,A,2004,3
B,A,2,4,H,B,1,C,H,46,0,M,V2,A,A,2002,4
C,A,2,5,H,A,1,B,N,46,0,M,V2,A,A,1983,0
C,D,2,9,H,A,1,B,N,46,0,M,V2,A,A,1990,0
C,A,2,4,H,B,1,C,N,46,0,M,V2,A,A,2007,0
C,A,2,6,H,A,1,A,N,46,0,M,V2,A,A,2001,4
B,A,2,6,H,A,1,A,G,47,0,M,V2,A,A,1998,0
C,A,2,7,H,A,1,A,N,47,0,M,V2,A,A,2004,0
C,C,2,7,H,B,1,A,N,47,0,M,V2,A,A,2001,0
C,C,3,5,H,A,4,A,N,47,0,M,V2,A,A,2001,0
C,A,2,4,H,B,1,C,N,47,0,M,V2,A,A,1992,0
C,A,2,4,H,B,1,C,N,47,0,M,V2,A,A,2006,0
D,A,2,6,H,A,1,B,N,47,0,M,V2,A,A,2005,3
C,C,2,6,H,A,4,B,N,47,0,M,V2,A,A,1997,4
C,A,2,5,H,A,1,A,N,48,0,M,V2,A,A,2002,0
C,D,2,9,H,A,1,A,N,48,0,M,V2,A,A,2002,0
B,C,2,9,H,A,9,A,N,48,0,M,V2,A,A,1986,0
C,A,2,1,H,A,1,B,N,48,0,M,V2,A,A,2005,0
H,D,2,6,H,A,1,B,N,48,0,M,V2,A,A,1999,0
C,D,2,5,H,B,1,B,N,48,0,M,V2,A,A,2002,0
C,A,2,7,H,B,1,C,N,48,0,M,V2,A,A,1990,0
C,A,2,5,H,B,4,C,N,48,0,M,V2,A,A,2007,0
C,D,3,7,H,A,1,A,N,48,0,M,V2,A,A,2002,4
C,A,2,5,H,A,1,A,N,49,0,M,V2,A,A,2007,0
D,A,2,4,H,B,1,B,N,49,0,M,V2,A,A,1998,0
C,A,2,9,H,A,1,A,N,50,0,M,V2,A,A,2004,0
B,A,2,6,H,A,4,B,N,50,0,M,V2,A,A,2002,0
C,A,2,6,H,A,1,B,N,50,0,M,V2,A,A,2007,4
C,A,3,7,H,B,1,B,N,50,0,M,V2,A,A,2003,4
C,D,2,7,H,B,1,C,N,50,0,M,V2,A,A,1995,4
B,A,2,6,H,A,1,B,H,51,0,M,V2,A,A,1997,0
D,A,2,4,H,B,1,C,H,51,0,M,V2,A,A,2003,0
D,A,2,3,H,B,1,B,N,51,0,M,V2,A,A,2000,0
A,A,2,2,H,A,8,A,N,51,0,M,V2,A,A,2006,4
C,C,2,5,H,B,1,C,A,52,0,M,V2,A,A,2007,4
D,D,2,6,H,A,1,A,F,52,0,M,V2,A,A,1993,0
B,A,2,7,D,A,1,A,N,52,0,M,V2,A,A,1992,0
B,C,2,3,H,A,1,B,N,52,0,M,V2,A,A,2000,0
B,D,2,5,H,A,1,B,N,52,0,M,V2,A,A,2003,0
B,A,4,4,H,B,1,B,N,52,0,M,V2,A,A,2004,4
C,A,2,6,H,B,1,C,N,52,0,M,V2,A,A,2002,4
C,C,3,9,H,A,1,B,F,53,0,M,V2,A,A,1998,0
C,D,3,5,H,A,1,A,H,53,0,M,V2,A,A,1979,0
B,A,2,4,H,A,1,A,N,53,0,M,V2,A,A,2006,0
C,C,2,7,H,A,1,A,N,53,0,M,V2,A,A,2000,0
C,A,3,3,H,A,1,A,N,53,0,M,V2,A,A,1998,0
C,C,2,7,H,B,1,C,N,53,0,M,V2,A,A,1994,0
C,A,2,4,H,A,1,A,N,53,0,M,V2,A,A,1993,4
D,A,2,4,H,B,99,B,N,53,0,M,V2,A,A,1989,4
C,C,2,6,H,A,1,A,G,54,0,M,V2,A,A,2003,0
B,D,2,7,H,B,1,C,L,54,0,M,V2,A,A,2003,0
C,D,4,7,H,B,1,B,N,54,0,M,V2,A,A,2002,0
B,D,2,6,H,A,1,A,N,55,0,M,V2,A,A,2001,0
C,A,2,5,H,B,1,B,N,55,0,M,V2,A,A,1999,0
B,D,2,6,H,B,1,B,N,55,0,M,V2,A,A,2005,0
E,D,1,9,H,A,6,B,N,55,0,M,V2,A,A,1998,0
B,C,2,7,H,B,1,C,N,55,0,M,V2,A,A,1998,0
D,C,2,6,H,B,1,B,N,55,0,M,V2,A,A,1994,3
C,D,3,2,H,B,1,B,N,55,0,M,V2,A,A,2003,4
B,C,2,5,H,A,1,A,N,56,0,M,V2,A,A,1997,0
B,D,2,7,H,A,1,A,N,56,0,M,V2,A,A,2006,0
B,C,2,6,H,B,1,A,N,56,0,M,V2,A,A,2008,0
B,A,2,9,H,B,1,B,N,56,0,M,V2,A,A,2001,0
C,A,2,9,H,A,1,A,N,56,0,M,V2,A,A,2005,4
B,C,2,3,H,B,1,B,A,57,0,M,V2,A,A,1999,0
C,A,2,5,H,A,1,B,H,57,0,M,V2,A,A,2008,0
C,A,2,5,H,A,1,B,N,57,0,M,V2,A,A,2000,0
B,A,2,7,H,A,1,B,N,57,0,M,V2,A,A,2007,0
B,A,2,7,H,B,2,B,N,57,0,M,V2,A,A,2004,0
C,D,2,4,H,A,1,B,N,57,0,M,V2,A,A,1985,4
B,A,2,7,H,A,1,B,H,58,0,M,V2,A,A,1986,0
C,A,2,6,C,A,1,B,N,58,0,M,V2,A,A,2005,0
B,A,2,6,H,B,1,B,A,59,0,M,V2,A,A,1995,0
C,C,3,6,H,A,1,B,L,59,0,M,V2,A,A,1988,4
H,A,1,3,H,A,1,A,N,59,0,M,V2,A,A,2008,0
B,C,2,6,H,B,4,C,N,59,0,M,V2,A,A,1995,4
C,A,2,7,H,A,1,A,H,60,0,M,V2,A,A,2004,0
C,C,2,7,H,A,1,A,I,60,0,M,V2,A,A,1991,0
C,A,2,4,H,B,1,B,N,60,0,M,V2,A,A,1991,3
C,B,2,7,H,A,1,B,N,61,0,M,V2,A,A,2001,4
C,A,2,4,H,A,1,A,N,62,0,M,V2,A,A,1987,0
C,C,2,4,H,A,4,A,N,62,0,M,V2,A,A,2005,0
B,C,2,7,H,B,1,B,N,62,0,M,V2,A,A,2005,4
B,D,2,6,H,B,1,B,A,63,0,M,V2,A,A,1996,0
C,C,2,6,H,A,1,A,N,63,0,M,V2,A,A,2003,0
C,C,2,5,H,B,1,B,G,64,0,M,V2,A,A,1994,0
B,A,2,6,H,A,1,A,N,64,0,M,V2,A,A,1991,0
C,A,3,7,H,B,1,C,N,64,0,M,V2,A,A,2006,3
C,A,3,9,H,B,6,B,N,64,0,M,V2,A,A,2004,4
D,A,2,6,H,A,1,A,F,65,0,M,V2,A,A,2003,0
C,D,2,6,H,A,1,A,I,65,0,M,V2,A,A,2005,0
B,A,2,3,H,A,1,B,N,65,0,M,V2,A,A,1987,0
B,C,2,9,H,B,8,C,N,65,0,M,V2,A,A,2003,0
G,C,2,3,H,A,4,A,N,65,0,M,V2,A,A,2001,2
B,D,2,9,H,B,1,B,N,67,0,M,V2,A,A,1998,0
B,C,2,5,H,B,4,C,N,67,0,M,V2,A,A,2003,0
B,A,3,9,H,A,8,A,N,67,0,M,V2,A,A,1996,4
D,A,2,7,H,B,4,B,N,67,0,M,V2,A,A,2005,4
B,A,2,6,D,A,1,A,N,68,0,M,V2,A,A,2002,0
B,A,2,5,H,B,1,B,N,68,0,M,V2,A,A,2004,0
B,A,2,5,H,A,3,B,N,68,0,M,V2,A,A,2005,4
C,A,2,7,H,A,1,A,N,69,0,M,V2,A,A,2007,0
B,A,2,7,H,B,1,B,N,69,0,M,V2,A,A,1997,0
D,E,2,4,D,B,4,B,N,69,0,M,V2,A,A,1995,4
C,D,4,5,H,B,1,C,N,69,0,M,V2,A,A,1994,4
D,A,2,9,H,A,1,A,N,70,0,M,V2,A,A,1993,0
C,A,2,5,H,B,1,B,N,70,0,M,V2,A,A,1986,0
C,C,2,7,H,B,4,C,N,71,0,M,V2,A,A,2004,4
H,A,2,9,H,A,6,B,N,73,0,M,V2,A,A,1998,0
C,A,2,9,H,B,1,B,N,74,0,M,V2,A,A,2002,0
B,D,2,4,H,B,1,C,N,74,0,M,V2,A,A,2006,2
C,D,4,7,H,A,1,B,N,74,0,M,V2,A,A,1995,4
B,C,2,5,H,A,4,A,N,75,0,M,V2,A,A,2006,0
D,A,2,7,H,A,1,A,G,76,0,M,V2,A,A,2005,3
C,A,4,5,H,A,1,B,N,77,0,M,V2,A,A,2007,0
C,C,3,5,H,B,1,B,H,78,0,M,V2,A,A,1999,0
C,C,3,9,D,B,6,B,G,79,0,M,V2,A,A,1996,0
C,A,3,5,H,A,1,A,N,79,0,M,V2,A,A,1992,0
C,C,3,7,H,A,1,B,N,79,0,M,V2,A,A,2004,0
C,A,2,5,H,A,5,B,N,79,0,M,V2,A,A,2006,4
C,A,2,6,H,A,1,A,N,80,0,M,V2,A,A,1998,0
G,A,2,2,H,A,10,A,N,80,0,M,V2,A,A,1995,4
C,A,2,5,H,A,1,B,N,81,0,M,V2,A,A,1984,0
D,A,2,9,H,A,8,A,F,85,0,M,V2,A,A,2000,0
B,A,3,9,H,A,99,A,N,87,0,M,V2,A,A,2008,0
C,A,2,4,H,A,4,A,N,998,0,M,V2,A,A,1993,0
C,D,2,4,H,A,1,A,N,20,1,M,V2,A,A,2006,1
C,D,2,7,C,B,1,B,N,29,2,M,V2,A,A,1994,2
A,D,2,9,H,A,1,A,N,31,2,M,V2,A,A,1989,2
D,D,2,9,H,B,3,B,N,17,3,M,V2,A,A,2001,3
D,A,2,9,H,B,8,B,N,17,3,M,V2,A,A,1994,3
C,A,3,4,C,A,1,B,N,18,3,M,V2,A,A,1996,3
B,D,2,5,H,B,1,B,N,18,3,M,V2,A,A,2003,3
D,A,2,4,H,B,1,B,N,19,3,M,V2,A,A,2005,3
A,D,2,9,H,A,8,B,F,20,3,M,V2,A,A,2002,1
D,C,2,4,H,B,3,C,F,23,3,M,V2,A,A,1989,3
D,A,2,7,H,A,4,A,N,23,3,M,V2,A,A,1997,3
C,A,2,7,H,A,1,A,N,25,3,M,V2,A,A,1993,3
C,B,3,5,H,B,1,B,N,25,3,M,V2,A,A,2000,3
B,A,2,9,H,B,9,C,N,28,3,M,V2,A,A,1990,3
B,A,2,7,H,A,99,B,N,36,3,M,V2,A,A,2001,3
D,A,2,4,H,B,5,C,N,40,3,M,V2,A,A,1995,3
C,B,3,7,H,A,1,B,N,48,3,M,V2,A,A,1997,3
B,A,2,9,H,A,1,A,N,49,3,M,V2,A,A,2003,3
C,A,2,9,H,B,8,B,N,53,3,M,V2,A,A,1991,3
A,A,3,9,H,B,9,B,N,53,3,M,V2,A,A,2004,3
B,A,3,6,H,A,1,A,N,57,3,M,V2,A,A,2004,3
C,A,2,9,H,A,1,A,N,64,3,M,V2,A,A,1996,3
D,A,2,4,H,A,4,A,N,71,3,M,V2,A,A,2006,3
C,D,4,9,H,A,3,B,F,18,4,M,V2,A,A,1996,4
C,C,2,3,H,B,1,B,I,18,4,M,V2,A,A,1999,4
C,A,2,5,H,B,1,B,N,19,4,M,V2,A,A,2000,4
C,D,2,7,H,B,1,B,N,19,4,M,V2,A,A,1999,4
D,A,2,2,H,B,5,C,N,19,4,M,V2,A,A,2007,4
C,C,2,7,H,A,1,A,N,20,4,M,V2,A,A,1991,4
B,D,3,3,H,B,1,B,A,21,4,M,V2,A,A,2002,4
A,A,2,9,H,B,8,C,N,21,4,M,V2,A,A,1995,3
C,D,3,9,H,A,1,A,N,21,4,M,V2,A,A,1995,4
D,D,2,6,H,B,1,B,N,21,4,M,V2,A,A,2006,4
D,A,2,7,H,A,4,A,N,22,4,M,V2,A,A,2006,3
C,A,2,6,H,B,1,C,N,22,4,M,V2,A,A,2005,4
C,C,2,5,H,B,1,B,F,23,4,M,V2,A,A,2005,4
D,A,2,6,H,B,4,C,N,24,4,M,V2,A,A,2005,4
C,B,2,9,H,B,8,B,F,25,4,M,V2,A,A,2006,4
D,D,2,9,H,B,8,A,N,26,4,M,V2,A,A,1993,3
D,E,2,4,H,B,1,C,N,27,4,M,V2,A,A,1990,2
B,D,2,7,H,A,4,B,N,28,4,M,V2,A,A,1998,4
D,C,2,7,H,B,1,C,A,30,4,M,V2,A,A,2006,4
D,D,2,5,H,B,1,C,N,31,4,M,V2,A,A,1995,4
C,A,2,5,H,B,1,C,N,32,4,M,V2,A,A,1989,4
C,D,2,5,C,B,1,B,I,35,4,M,V2,A,A,1991,4
C,A,3,7,H,A,1,A,N,36,4,M,V2,A,A,2000,4
A,D,2,9,H,B,1,B,N,36,4,M,V2,A,A,2003,4
B,D,2,9,D,A,1,A,N,37,4,M,V2,A,A,1999,4
C,A,2,9,H,A,1,B,N,37,4,M,V2,A,A,2005,4
C,A,3,7,H,B,1,B,N,37,4,M,V2,A,A,2002,4
B,C,2,1,H,B,1,C,N,37,4,M,V2,A,A,2007,4
D,A,2,7,H,A,1,A,N,39,4,M,V2,A,A,2002,4
B,B,2,7,H,B,1,B,N,39,4,M,V2,A,A,1999,4
D,A,2,9,H,B,8,B,N,39,4,M,V2,A,A,1995,4
B,A,1,5,H,B,1,C,N,39,4,M,V2,A,A,2008,4
C,A,2,5,H,A,1,A,N,41,4,M,V2,A,A,2005,4
C,D,2,9,H,A,1,A,N,41,4,M,V2,A,A,1988,4
D,A,2,6,H,B,4,B,N,41,4,M,V2,A,A,2001,4
C,C,2,7,H,A,1,B,N,42,4,M,V2,A,A,2000,4
C,C,2,6,H,A,1,A,N,45,4,M,V2,A,A,1996,3
C,A,2,7,H,A,99,A,N,48,4,M,V2,A,A,1999,4
C,D,2,2,H,B,1,B,N,49,4,M,V2,A,A,1998,4
C,A,2,5,H,A,1,A,N,50,4,M,V2,A,A,1999,4
C,C,2,7,H,A,1,A,N,52,4,M,V2,A,A,1995,4
B,B,2,7,H,B,1,C,N,52,4,M,V2,A,A,2005,4
A,D,2,5,H,A,1,B,N,55,4,M,V2,A,A,2006,4
A,C,2,7,H,B,1,B,N,57,4,M,V2,A,A,1989,4
C,C,2,5,H,B,1,C,M,58,4,M,V2,A,A,1991,4
C,A,3,7,H,B,1,B,N,60,4,M,V2,A,A,2006,4
B,C,2,6,H,B,1,C,N,62,4,M,V2,A,A,2005,4
C,E,2,7,H,A,1,A,N,64,4,M,V2,A,A,2000,4
D,A,2,5,H,A,1,A,N,70,4,M,V2,A,A,2002,4
C,A,2,9,H,B,9,B,N,84,4,M,V2,A,A,1994,3
C,A,4,5,H,A,1,B,N,18,0,F,V3,A,A,1991,4
B,C,3,7,H,B,1,C,N,19,0,F,V3,A,A,2006,4
B,C,3,7,H,A,1,A,N,20,0,F,V3,A,A,1996,0
E,A,2,7,C,A,1,B,N,20,0,F,V3,A,A,2002,0
C,A,3,6,D,A,1,A,G,23,0,F,V3,A,A,2004,0
C,C,3,7,H,B,1,C,N,23,0,F,V3,A,A,2003,0
B,A,3,6,H,A,1,A,N,24,0,F,V3,A,A,2001,0
C,C,3,7,H,A,1,B,N,26,0,F,V3,A,A,1996,4
E,D,2,6,H,A,1,A,N,28,0,F,V3,A,A,2002,0
H,C,2,7,H,A,1,A,N,28,0,F,V3,A,A,2004,0
C,D,4,6,H,A,1,A,N,28,0,F,V3,A,A,1993,0
C,D,4,9,H,A,1,A,N,28,0,F,V3,A,A,2003,0
C,C,4,5,H,B,1,C,N,28,0,F,V3,A,A,1995,4
D,A,3,5,H,A,1,A,N,29,0,F,V3,A,A,1998,0
C,D,3,7,H,A,1,A,N,29,0,F,V3,A,A,2003,0
E,A,2,9,H,A,6,A,N,32,0,F,V3,A,A,1996,0
C,A,3,7,H,B,1,B,N,38,0,F,V3,A,A,1994,0
E,A,2,7,H,A,1,A,N,41,0,F,V3,A,A,2005,0
C,D,3,6,H,B,1,B,N,42,0,F,V3,A,A,1997,4
C,D,3,6,H,A,1,A,N,44,0,F,V3,A,A,1994,4
C,A,4,9,H,C,7,D,I,46,0,F,V3,A,A,1994,0
H,B,2,6,H,A,1,A,N,47,0,F,V3,A,A,2001,0
C,A,3,6,D,A,1,B,G,50,0,F,V3,A,A,1999,4
C,A,3,6,H,B,1,B,N,55,0,F,V3,A,A,2005,0
C,A,3,6,H,A,1,A,N,59,0,F,V3,A,A,2002,0
B,D,3,9,H,A,6,A,N,83,0,F,V3,A,A,1996,0
C,C,3,6,H,A,4,B,A,21,4,F,V3,A,A,1999,4
C,A,3,9,D,A,1,B,N,29,4,F,V3,A,A,2006,4
C,B,3,5,H,B,1,B,N,34,4,F,V3,A,A,1998,3
C,C,3,7,H,A,1,A,N,41,4,F,V3,A,A,2006,4
C,A,3,7,H,B,1,B,N,57,4,F,V3,A,A,2003,4
C,D,5,7,H,A,1,B,N,65,4,F,V3,A,A,1994,4
C,C,3,7,H,B,1,B,N,17,0,M,V3,A,A,2000,0
C,C,3,7,H,A,1,A,N,18,0,M,V3,A,A,1998,0
C,A,3,7,H,A,1,B,N,21,0,M,V3,A,A,1993,0
C,A,3,7,H,A,1,B,N,23,0,M,V3,A,A,2004,0
C,A,3,7,H,A,1,B,N,24,0,M,V3,A,A,2004,3
E,A,2,6,H,A,1,A,N,27,0,M,V3,A,A,2007,0
B,A,4,7,H,B,1,C,N,27,0,M,V3,A,A,1991,4
C,A,3,5,H,A,1,B,N,28,0,M,V3,A,A,1999,0
C,B,4,7,C,B,1,C,N,29,0,M,V3,A,A,2001,3
B,D,3,9,H,A,6,B,N,30,0,M,V3,A,A,2004,4
D,D,3,7,H,B,1,C,M,32,0,M,V3,A,A,2003,0
E,D,2,9,H,A,6,A,N,32,0,M,V3,A,A,2005,0
C,C,4,9,H,B,1,C,N,35,0,M,V3,A,A,1997,0
H,C,2,7,H,B,1,B,N,38,0,M,V3,A,A,2003,0
D,A,3,9,H,C,8,D,N,39,0,M,V3,A,A,2002,4
C,C,4,7,H,A,1,A,N,41,0,M,V3,A,A,2001,4
C,C,3,7,H,A,1,A,N,43,0,M,V3,A,A,1993,0
G,A,3,9,H,C,7,D,N,43,0,M,V3,A,A,1999,4
B,C,3,5,H,A,1,A,A,45,0,M,V3,A,A,1997,0
C,A,3,7,H,A,99,A,N,45,0,M,V3,A,A,1994,0
B,C,3,7,H,B,1,C,N,46,0,M,V3,A,A,1998,0
C,C,3,6,H,A,1,A,N,46,0,M,V3,A,A,2003,4
B,A,3,5,H,B,4,C,N,50,0,M,V3,A,A,1997,0
E,A,2,9,H,A,1,A,N,51,0,M,V3,A,A,2008,0
E,A,2,9,H,A,6,B,N,54,0,M,V3,A,A,2004,0
C,C,3,7,H,B,99,B,N,54,0,M,V3,A,A,1995,4
B,B,3,9,H,A,1,A,N,57,0,M,V3,A,A,1998,0
C,A,3,7,H,A,1,A,N,58,0,M,V3,A,A,1994,0
E,A,2,4,H,A,6,A,L,59,0,M,V3,A,A,2007,0
C,C,3,9,H,A,9,B,N,60,0,M,V3,A,A,1991,4
C,A,5,9,H,B,1,B,N,62,0,M,V3,A,A,2005,4
C,C,5,5,H,A,1,B,N,49,3,M,V3,A,A,1992,3
C,A,3,9,H,A,8,A,N,19,4,M,V3,A,A,1998,4
D,C,3,7,H,A,1,B,N,20,4,M,V3,A,A,1997,4
C,C,5,6,H,A,1,B,N,28,4,M,V3,A,A,2002,4
C,A,4,5,H,B,1,C,N,23,0,F,V4,A,A,2003,0
C,D,4,9,H,A,1,A,N,27,0,F,V4,A,A,2001,0
B,A,4,7,H,B,1,C,N,28,0,F,V4,A,A,1992,4
C,C,4,9,H,B,1,C,N,47,0,F,V4,A,A,2007,0
E,A,3,9,H,A,1,B,N,54,0,F,V4,A,A,2006,0
C,A,5,4,H,A,1,B,N,35,4,F,V4,A,A,1999,3
C,C,4,5,H,B,1,C,I,50,4,F,V4,A,A,2001,4
E,D,3,9,H,A,6,A,N,20,0,M,V4,A,A,2005,0
C,D,4,5,H,A,1,A,N,33,0,M,V4,A,A,1996,4
C,B,4,6,H,A,1,B,N,47,0,M,V4,A,A,1996,0
E,A,3,5,H,A,1,A,N,63,0,M,V4,A,A,2007,0
B,C,4,6,H,B,1,B,A,30,4,M,V4,A,A,2005,4
C,A,4,5,H,A,1,B,N,45,4,M,V4,A,A,2000,4
E,C,1,5,H,B,2,C,A,40,4,F,1,B,A,1999,4
D,D,1,7,H,A,2,A,A,28,0,M,1,B,A,1999,3
E,C,1,6,H,B,4,C,A,19,0,F,10,B,A,1993,0
E,C,1,6,H,A,1,A,A,48,0,F,10,B,A,1990,0
E,C,1,9,H,B,1,C,A,25,0,M,10,B,A,2007,0
E,C,1,9,H,B,3,C,A,25,3,M,10,B,A,1982,3
E,D,1,9,H,B,8,B,A,56,0,F,11,B,A,1993,0
E,D,1,5,H,B,1,B,A,23,0,M,13,B,A,1994,0
E,C,1,4,H,A,1,A,A,21,3,M,13,B,A,2005,3
E,B,1,5,H,A,1,A,A,20,0,F,15,B,A,2001,0
E,C,1,6,H,A,1,A,A,21,0,F,15,B,A,2003,0
E,D,1,3,H,A,1,A,H,33,0,F,15,B,A,2004,0
E,C,1,5,H,A,2,A,A,19,3,F,15,B,A,1997,3
E,D,1,7,H,B,2,A,A,18,4,F,15,B,A,1987,4
E,C,2,7,H,B,1,B,A,22,0,M,15,B,A,1993,4
E,C,1,5,H,A,1,A,A,31,0,M,15,B,A,1998,0
E,D,1,7,H,B,1,B,A,32,0,M,15,B,A,1990,0
E,A,1,9,H,A,8,B,A,66,3,M,15,B,A,2000,3
E,D,1,5,H,B,1,B,A,21,0,F,16,B,A,2006,0
E,C,1,7,H,A,1,A,A,33,0,F,16,B,A,2005,0
E,D,1,4,H,B,1,C,L,46,0,F,16,B,A,1996,4
E,D,1,9,H,A,1,A,A,20,0,M,16,B,A,2000,0
E,C,1,6,H,B,1,C,A,20,0,M,16,B,A,1999,3
E,C,1,7,H,A,1,A,A,22,0,M,16,B,A,1995,0
E,D,1,9,H,B,1,B,A,32,0,M,16,B,A,1999,0
E,D,1,6,H,A,1,B,A,53,0,M,16,B,A,2003,0
E,E,1,7,H,B,1,B,N,43,1,M,16,B,A,2001,1
E,C,1,9,H,B,1,C,A,33,2,M,16,B,A,1992,2
E,D,1,9,H,A,9,A,A,21,3,M,16,B,A,1991,3
E,C,1,9,H,B,1,B,A,22,3,M,16,B,A,2007,3
E,C,1,5,H,B,1,C,A,23,3,M,16,B,A,1993,3
E,C,1,9,H,A,1,A,A,31,3,M,16,B,A,2007,3
